user_id,behavior_1_total,behavior_2_total,behavior_3_total,behavior_4_total,behavior_1_bought_itm_avrg,behavior_2_bought_itm_avrg,behavior_3_bought_itm_avrg,behavior_1_unbought_itm_avrg,behavior_2_unbought_itm_avrg,behavior_3_unbought_itm_avrg,behavior_1_bought_catg_avrg,behavior_2_bought_catg_avrg,behavior_3_bought_catg_avrg,behavior_1_unbought_catg_avrg,behavior_2_unbought_catg_avrg,behavior_3_unbought_catg_avrg,behavior_1_similar_avrg,behavior_2_similar_avrg,behavior_3_similar_avrg,cycle_bought_itm_avrg,cycle_unbought_itm_avrg
41297247,494.0,0.0,17.0,12.0,7.667,0.0,0.75,1.971,0.0,0.046,18.0,0.0,1.333,4.0,0.0,0.024,2.542,2.542,2.542,1.417,1.48
78161252,1391.0,0.0,52.0,27.0,5.76,0.0,1.24,2.489,0.0,0.043,22.909,0.0,1.818,10.924,0.0,0.136,2.669,2.669,2.669,1.88,1.3
68514022,104.0,0.0,2.0,1.0,6.0,0.0,0.0,2.513,0.0,0.051,9.0,0.0,0.0,5.588,0.0,0.118,3.0,3.0,3.0,1.0,1.051
7841126,492.0,4.0,40.0,11.0,8.091,0.091,2.091,1.979,0.015,0.082,18.2,0.2,3.1,4.446,0.031,0.123,2.172,2.172,2.172,2.909,1.613
26027368,287.0,1.0,4.0,1.0,5.0,0.0,0.0,1.808,0.006,0.026,8.0,0.0,0.0,4.359,0.016,0.063,3.0,3.0,3.0,1.0,1.141
39855465,982.0,27.0,53.0,18.0,7.059,0.294,1.059,2.381,0.063,0.097,36.733,1.2,2.533,5.25,0.118,0.184,3.313,3.313,3.313,1.235,1.176
4662641,95.0,15.0,0.0,5.0,6.8,0.8,0.0,1.967,0.367,0.0,11.2,1.2,0.0,2.643,0.643,0.0,2.15,2.15,2.15,1.0,1.0
109159794,3840.0,69.0,13.0,7.0,7.833,0.0,0.333,1.883,0.035,0.006,32.0,0.0,0.2,16.995,0.327,0.045,1.579,1.579,1.579,3.0,2.012
1484148,247.0,0.0,3.0,13.0,1.538,0.0,0.0,2.613,0.0,0.04,2.917,0.0,0.0,7.12,0.0,0.12,0.654,0.654,0.654,1.154,1.813
1156473,403.0,0.0,22.0,1.0,10.0,0.0,1.0,2.779,0.0,0.154,103.0,0.0,4.0,12.947,0.0,0.895,2.743,2.743,2.743,1.0,1.118
81135167,1230.0,1.0,103.0,13.0,7.846,0.077,1.692,2.523,0.0,0.186,27.222,0.111,3.556,8.708,0.0,0.597,2.651,2.651,2.651,2.308,1.424
140256641,4.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,1000.0,1.0
132949381,421.0,0.0,1.0,10.0,3.125,0.0,0.0,2.18,0.0,0.006,15.571,0.0,0.0,6.08,0.0,0.02,1.788,1.788,1.788,1.375,1.157
90482060,536.0,2.0,4.0,6.0,4.667,0.0,0.0,1.462,0.006,0.012,7.833,0.0,0.0,4.167,0.018,0.035,0.857,0.857,0.857,1.167,1.352
136600472,375.0,48.0,11.0,7.0,5.286,0.0,0.571,2.012,0.279,0.042,19.6,2.0,1.2,4.016,0.556,0.048,2.533,2.533,2.533,1.0,1.109
21702034,250.0,24.0,2.0,2.0,8.5,1.0,0.5,2.228,0.218,0.01,9.5,1.0,0.5,5.575,0.55,0.025,1.0,1.0,1.0,5.5,1.0
86877587,451.0,2.0,0.0,0.0,0.0,0.0,0.0,1.599,0.007,0.0,0.0,0.0,0.0,4.698,0.021,0.0,0.0,0.0,0.0,1000.0,1.376
75867540,2078.0,161.0,37.0,3.0,8.333,0.0,0.667,1.95,0.154,0.033,41.0,0.0,1.5,21.366,1.731,0.366,2.988,2.988,2.988,1.667,1.745
113780117,236.0,1.0,0.0,1.0,3.0,0.0,0.0,2.24,0.01,0.0,18.0,1.0,0.0,12.824,0.0,0.0,2.286,2.286,2.286,1.0,1.019
54532819,58.0,0.0,1.0,0.0,0.0,0.0,0.0,2.071,0.0,0.036,0.0,0.0,0.0,3.625,0.0,0.063,0.0,0.0,0.0,1000.0,1.0
135308695,272.0,0.0,7.0,1.0,8.0,0.0,1.0,2.164,0.0,0.049,23.0,0.0,3.0,6.917,0.0,0.111,2.833,2.833,2.833,1.0,1.074
66954651,32.0,3.0,0.0,0.0,0.0,0.0,0.0,3.2,0.3,0.0,0.0,0.0,0.0,5.333,0.5,0.0,0.0,0.0,0.0,1000.0,1.3
48670109,44.0,1.0,1.0,1.0,9.0,0.0,0.0,2.063,0.063,0.063,11.0,0.0,0.0,3.875,0.125,0.125,1.0,1.0,1.0,1.0,1.75
95831622,202.0,0.0,0.0,0.0,0.0,0.0,0.0,1.697,0.0,0.0,0.0,0.0,0.0,4.04,0.0,0.0,0.0,0.0,0.0,1000.0,1.168
87238055,2682.0,200.0,0.0,4.0,4.75,0.25,0.0,2.623,0.196,0.0,16.0,0.667,0.0,18.399,1.385,0.0,1.792,1.792,1.792,2.0,1.964
59594572,209.0,0.0,0.0,0.0,0.0,0.0,0.0,1.229,0.0,0.0,0.0,0.0,0.0,3.371,0.0,0.0,0.0,0.0,0.0,1000.0,1.059
8332721,138.0,1.0,0.0,5.0,3.4,0.0,0.0,1.983,0.017,0.0,4.0,0.0,0.0,5.043,0.043,0.0,0.2,0.2,0.2,1.0,1.0
80389559,2590.0,0.0,55.0,6.0,9.167,0.0,1.167,1.79,0.0,0.034,50.333,0.0,2.5,12.462,0.0,0.207,2.113,2.113,2.113,2.667,1.354
120595900,87.0,0.0,0.0,6.0,3.4,0.0,0.0,2.333,0.0,0.0,4.2,0.0,0.0,6.333,0.0,0.0,0.8,0.8,0.8,1.2,1.0
44148158,1235.0,1.0,21.0,2.0,10.5,0.0,0.5,2.702,0.002,0.045,55.5,0.0,4.5,6.93,0.006,0.076,3.575,3.575,3.575,1.5,1.387
53945792,1205.0,0.0,21.0,7.0,5.571,0.0,0.571,2.094,0.0,0.031,67.833,0.0,2.5,9.451,0.0,0.073,2.484,2.484,2.484,1.0,1.08
95102401,487.0,1.0,24.0,1.0,12.0,0.0,2.0,1.915,0.004,0.089,12.0,0.0,2.0,7.422,0.016,0.344,0.0,0.0,0.0,2.0,1.077
54536094,88.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.769,0.0,0.0,0.0,0.0,0.0,1000.0,1.273
81888844,69.0,0.0,0.0,0.0,0.0,0.0,0.0,2.226,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,1000.0,1.323
63022538,339.0,0.0,1.0,0.0,0.0,0.0,0.0,1.274,0.0,0.004,0.0,0.0,0.0,7.884,0.0,0.023,0.0,0.0,0.0,1000.0,1.064
39691727,397.0,3.0,1.0,3.0,4.0,0.0,0.0,2.445,0.019,0.006,10.0,0.0,0.333,5.388,0.045,0.0,3.167,3.167,3.167,1.0,1.006
110339536,138.0,0.0,0.0,0.0,0.0,0.0,0.0,1.211,0.0,0.0,0.0,0.0,0.0,17.25,0.0,0.0,0.0,0.0,0.0,1000.0,1.096
89040341,1691.0,0.0,36.0,10.0,6.7,0.0,0.8,2.902,0.0,0.051,31.125,0.0,1.5,14.337,0.0,0.242,2.989,2.989,2.989,1.0,1.767
109326585,899.0,8.0,2.0,4.0,8.5,0.0,0.0,1.828,0.017,0.004,14.5,0.0,0.0,9.534,0.091,0.023,1.19,1.19,1.19,1.0,1.087
84420056,907.0,1.0,84.0,25.0,3.636,0.0,1.091,2.258,0.003,0.166,26.333,0.0,3.067,7.587,0.022,0.587,2.461,2.461,2.461,1.5,1.249
41657821,534.0,0.0,26.0,17.0,5.455,0.0,1.0,2.08,0.0,0.066,18.9,0.0,1.5,8.316,0.0,0.263,1.581,1.581,1.581,1.455,1.235
101295582,106.0,0.0,7.0,6.0,5.5,0.0,0.667,1.941,0.0,0.088,10.833,0.0,1.0,4.667,0.0,0.0,0.896,0.896,0.896,2.5,1.147
89662943,670.0,0.0,11.0,6.0,9.833,0.0,1.667,2.349,0.0,0.004,41.5,0.0,2.5,6.028,0.0,0.014,2.924,2.924,2.924,2.0,1.349
81929696,1013.0,0.0,1.0,4.0,3.25,0.0,0.0,2.239,0.0,0.002,8.25,0.0,0.0,7.242,0.0,0.008,2.563,2.563,2.563,2.25,1.118
116794851,830.0,23.0,11.0,18.0,7.0,0.462,0.308,2.485,0.058,0.024,19.167,0.917,0.417,5.068,0.103,0.051,2.274,2.274,2.274,5.308,1.617
99460580,295.0,0.0,5.0,11.0,5.182,0.0,0.364,2.406,0.0,0.01,10.091,0.0,0.364,3.66,0.0,0.021,1.269,1.269,1.269,1.0,1.01
69871078,875.0,0.0,13.0,8.0,5.571,0.0,0.143,2.269,0.0,0.033,14.571,0.0,0.429,12.459,0.0,0.164,0.798,0.798,0.798,1.0,1.231
41166322,4334.0,127.0,15.0,2.0,23.0,1.0,0.0,2.068,0.061,0.007,36.0,1.0,0.0,16.412,0.485,0.058,1.857,1.857,1.857,4.0,1.286
20915701,1072.0,0.0,26.0,2.0,21.0,0.0,2.0,2.254,0.0,0.048,81.5,0.0,3.0,7.887,0.0,0.174,2.962,2.962,2.962,11.0,1.952
84977142,1000.0,1.0,41.0,8.0,11.25,0.125,0.625,2.428,0.0,0.097,38.75,0.125,2.875,7.212,0.0,0.176,1.822,1.822,1.822,1.75,1.105
34973175,625.0,0.0,25.0,10.0,6.0,0.0,0.9,2.302,0.0,0.066,29.429,0.0,2.0,8.061,0.0,0.303,2.347,2.347,2.347,3.9,1.132
39003640,584.0,23.0,15.0,15.0,6.25,0.417,0.333,1.707,0.046,0.038,13.818,0.545,0.636,6.375,0.196,0.125,2.115,2.115,2.115,1.333,1.578
64497148,749.0,4.0,18.0,8.0,12.143,0.0,1.286,2.603,0.017,0.038,25.143,0.0,1.571,7.174,0.058,0.101,1.964,1.964,1.964,1.143,1.376
56043012,187.0,23.0,20.0,0.0,0.0,0.0,0.0,2.101,0.258,0.225,0.0,0.0,0.0,7.48,0.92,0.8,0.0,0.0,0.0,1000.0,1.112
81569286,1163.0,1.0,6.0,10.0,6.222,0.0,0.444,2.176,0.002,0.004,24.5,0.0,0.5,6.953,0.008,0.016,2.594,2.594,2.594,2.111,1.161
112928272,341.0,12.0,19.0,13.0,5.8,0.1,1.3,1.824,0.074,0.041,10.9,0.1,1.3,4.578,0.244,0.111,1.015,1.015,1.015,1.9,1.264
14217475,2161.0,17.0,100.0,3.0,15.333,0.333,1.667,2.648,0.02,0.119,48.0,0.5,3.5,11.421,0.09,0.522,4.048,4.048,4.048,3.333,1.851
7546392,3774.0,148.0,71.0,15.0,6.214,0.214,0.929,2.608,0.103,0.04,40.545,2.545,1.182,15.222,0.566,0.245,2.085,2.085,2.085,3.5,1.521
87219119,307.0,0.0,0.0,6.0,8.5,0.0,0.0,2.772,0.0,0.0,23.167,0.0,0.0,4.941,0.0,0.0,2.218,2.218,2.218,3.667,2.316
109684252,1004.0,5.0,57.0,35.0,4.029,0.0,0.882,2.422,0.015,0.078,10.933,0.0,1.2,4.653,0.033,0.124,1.726,1.726,1.726,1.206,1.254
79046175,1538.0,2.0,133.0,64.0,4.93,0.0,1.368,2.609,0.004,0.113,12.25,0.021,1.708,5.858,0.007,0.299,1.998,1.998,1.998,5.193,1.483
49882656,636.0,31.0,5.0,2.0,9.0,0.5,0.0,3.081,0.152,0.025,20.5,1.0,0.0,7.247,0.358,0.062,2.667,2.667,2.667,4.0,1.631
64333354,287.0,0.0,1.0,3.0,5.333,0.0,0.0,2.227,0.0,0.008,6.667,0.0,0.0,7.143,0.0,0.029,1.333,1.333,1.333,1.0,1.059
81176106,619.0,3.0,29.0,26.0,3.591,0.045,0.955,2.047,0.008,0.031,9.929,0.071,1.643,4.951,0.0,0.074,2.369,2.369,2.369,1.273,1.287
80324141,62.0,2.0,3.0,5.0,5.0,0.25,0.75,1.783,0.043,0.0,9.5,0.5,0.75,2.556,0.0,0.0,1.708,1.708,1.708,1.0,1.0
22209187,193.0,1.0,1.0,1.0,6.0,0.0,0.0,2.125,0.011,0.011,6.0,0.0,0.0,3.979,0.021,0.021,0.0,0.0,0.0,1.0,1.034
16721464,1386.0,41.0,141.0,99.0,3.481,0.026,0.532,2.636,0.097,0.254,9.544,0.175,1.193,6.45,0.27,0.613,2.547,2.547,2.547,1.195,1.167
15047604,392.0,0.0,0.0,1.0,6.0,0.0,0.0,2.474,0.0,0.0,29.0,0.0,0.0,5.419,0.0,0.0,2.091,2.091,2.091,1.0,1.109
137209404,230.0,3.0,1.0,0.0,0.0,0.0,0.0,2.17,0.028,0.009,0.0,0.0,0.0,4.894,0.064,0.021,0.0,0.0,0.0,1000.0,1.0
105031233,538.0,6.0,0.0,3.0,7.0,0.0,0.0,2.547,0.03,0.0,9.333,0.0,0.0,11.744,0.14,0.0,1.5,1.5,1.5,1.0,1.96
23569993,1259.0,3.0,89.0,21.0,4.385,0.0,0.923,2.363,0.006,0.154,22.583,0.0,1.667,7.729,0.025,0.576,2.103,2.103,2.103,2.385,1.737
119449163,1900.0,21.0,1.0,8.0,13.875,0.375,0.125,2.117,0.022,0.0,66.0,0.875,0.125,14.293,0.152,0.0,1.3,1.3,1.3,4.75,1.313
101033549,915.0,10.0,5.0,6.0,11.5,0.5,0.75,2.671,0.023,0.007,9.5,0.0,1.5,9.148,0.093,0.019,3.272,3.272,3.272,1.0,1.402
58697297,57.0,0.0,0.0,0.0,0.0,0.0,0.0,2.036,0.0,0.0,0.0,0.0,0.0,2.192,0.0,0.0,0.0,0.0,0.0,1000.0,1.0
38479453,29.0,0.0,2.0,0.0,0.0,0.0,0.0,2.9,0.0,0.2,0.0,0.0,0.0,4.833,0.0,0.333,0.0,0.0,0.0,1000.0,2.9
2336350,1561.0,45.0,47.0,22.0,7.19,0.476,0.762,2.571,0.066,0.058,26.929,1.429,1.286,8.605,0.211,0.211,2.756,2.756,2.756,3.476,1.423
5056099,1247.0,2.0,21.0,4.0,11.0,0.0,0.75,2.443,0.004,0.035,58.0,0.0,2.333,13.038,0.025,0.152,3.788,3.788,3.788,5.25,1.627
32974440,170.0,3.0,0.0,0.0,0.0,0.0,0.0,2.361,0.042,0.0,0.0,0.0,0.0,4.857,0.086,0.0,0.0,0.0,0.0,1000.0,1.0
74090087,347.0,0.0,11.0,16.0,9.8,0.0,0.5,2.185,0.0,0.065,14.7,0.0,0.5,4.839,0.0,0.194,2.283,2.283,2.283,1.9,1.207
84190828,524.0,7.0,0.0,3.0,4.0,0.667,0.0,1.869,0.019,0.0,10.667,0.667,0.0,3.816,0.04,0.0,1.037,1.037,1.037,1.0,1.142
23242349,1852.0,18.0,77.0,7.0,6.0,0.0,0.5,2.482,0.025,0.102,7.667,0.0,0.5,9.607,0.098,0.399,1.0,1.0,1.0,1.0,1.465
30516846,3012.0,34.0,22.0,15.0,8.846,0.308,0.615,2.174,0.023,0.01,33.3,0.3,1.1,10.264,0.119,0.022,3.495,3.495,3.495,2.385,1.488
36185714,3774.0,76.0,18.0,11.0,11.8,0.5,0.9,2.408,0.046,0.006,129.3,3.4,1.2,23.547,0.4,0.053,1.891,1.891,1.891,2.9,1.192
95757940,26.0,0.0,2.0,0.0,0.0,0.0,0.0,2.889,0.0,0.222,0.0,0.0,0.0,3.714,0.0,0.286,0.0,0.0,0.0,1000.0,1.0
16557692,3296.0,86.0,108.0,51.0,5.721,0.163,0.721,2.472,0.065,0.062,55.731,1.038,2.769,12.089,0.419,0.25,2.862,2.862,2.862,2.093,1.417
139069034,1009.0,0.0,4.0,4.0,13.25,0.0,0.75,2.538,0.0,0.003,101.25,0.0,0.75,8.028,0.0,0.014,2.648,2.648,2.648,6.25,1.527
94316158,4187.0,264.0,162.0,25.0,9.25,0.417,1.542,2.125,0.138,0.068,105.722,6.167,5.444,11.787,0.853,0.34,2.379,2.379,2.379,5.25,1.72
135426325,795.0,17.0,10.0,13.0,10.455,0.182,0.455,2.959,0.068,0.023,24.9,0.5,0.6,5.716,0.135,0.041,2.784,2.784,2.784,4.273,2.082
66758277,1905.0,103.0,27.0,18.0,4.75,0.25,1.0,1.83,0.1,0.011,69.167,3.667,3.0,7.932,0.429,0.017,1.95,1.95,1.95,1.438,1.254
133277318,362.0,1.0,19.0,6.0,5.333,0.0,0.833,1.661,0.005,0.075,27.4,0.2,2.4,7.619,0.0,0.19,1.165,1.165,1.165,1.0,1.247
57484936,839.0,9.0,0.0,0.0,0.0,0.0,0.0,2.202,0.024,0.0,0.0,0.0,0.0,9.427,0.101,0.0,0.0,0.0,0.0,1000.0,1.066
34612875,64.0,0.0,1.0,1.0,4.0,0.0,0.0,2.5,0.0,0.042,11.0,0.0,0.0,3.786,0.0,0.071,3.5,3.5,3.5,1.0,1.0
29927052,958.0,83.0,39.0,31.0,5.36,0.32,0.76,2.701,0.25,0.049,10.682,0.591,0.955,5.446,0.563,0.08,2.134,2.134,2.134,2.84,1.746
86976144,276.0,0.0,10.0,2.0,5.5,0.0,0.0,2.226,0.0,0.087,76.0,0.0,3.0,7.154,0.0,0.269,2.613,2.613,2.613,3.0,1.374
97265297,642.0,3.0,4.0,13.0,5.6,0.0,0.0,2.672,0.015,0.02,21.444,0.111,0.0,6.557,0.033,0.066,2.02,2.02,2.02,2.1,1.431
16983698,511.0,12.0,3.0,7.0,6.429,0.286,0.286,2.214,0.049,0.0,11.286,0.286,0.286,4.783,0.12,0.0,1.519,1.519,1.519,1.286,1.238
1678275,1334.0,0.0,9.0,14.0,5.083,0.0,0.167,2.267,0.0,0.013,27.909,0.0,0.182,7.484,0.0,0.047,2.01,2.01,2.01,2.25,1.333
88123029,55.0,0.0,0.0,0.0,0.0,0.0,0.0,2.037,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,1000.0,1.0
52930201,94.0,0.0,1.0,2.0,5.5,0.0,0.0,2.394,0.0,0.03,19.5,0.0,0.5,3.923,0.0,0.0,2.917,2.917,2.917,1.0,1.0
11970205,457.0,9.0,0.0,3.0,5.333,0.333,0.0,2.24,0.042,0.0,23.333,0.333,0.0,4.299,0.092,0.0,2.791,2.791,2.791,1.0,1.24
26420903,506.0,0.0,0.0,8.0,5.125,0.0,0.0,2.335,0.0,0.0,19.0,0.0,0.0,6.356,0.0,0.0,1.428,1.428,1.428,1.125,1.581
8988329,789.0,0.0,36.0,19.0,6.556,0.0,0.833,2.16,0.0,0.074,28.643,0.0,1.786,4.367,0.0,0.102,2.038,2.038,2.038,1.5,1.103
68462252,367.0,4.0,6.0,15.0,4.867,0.0,0.2,2.227,0.03,0.023,9.214,0.0,0.357,3.205,0.055,0.014,1.267,1.267,1.267,1.333,1.03
57058991,117.0,1.0,9.0,1.0,2.0,0.0,0.0,2.674,0.023,0.209,4.0,0.0,1.0,4.913,0.043,0.348,3.0,3.0,3.0,1.0,1.953
126101172,2520.0,92.0,93.0,25.0,5.76,0.28,1.2,2.645,0.097,0.072,48.5,1.444,3.278,9.875,0.414,0.172,2.105,2.105,2.105,2.24,1.485
66660021,2225.0,3.0,86.0,32.0,7.781,0.031,1.438,2.626,0.003,0.054,45.52,0.04,2.56,9.907,0.027,0.147,2.354,2.354,2.354,2.094,1.2
58107576,2258.0,2.0,9.0,3.0,8.667,0.0,0.333,1.937,0.002,0.007,59.0,0.0,0.667,7.948,0.008,0.02,2.091,2.091,2.091,1.333,1.316
141895354,1129.0,0.0,19.0,21.0,7.0,0.0,0.563,2.328,0.0,0.023,20.857,0.0,1.071,9.146,0.0,0.024,2.562,2.562,2.562,1.75,1.328
78328095,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,4.75,0.0,0.0,0.0,0.0,0.0,1000.0,1.3
16262848,341.0,26.0,1.0,5.0,2.0,0.0,0.0,1.8,0.141,0.005,4.5,0.0,0.0,4.611,0.361,0.014,2.75,2.75,2.75,1.0,1.022
44443335,390.0,0.0,93.0,41.0,3.686,0.0,1.657,2.811,0.0,0.389,5.759,0.0,2.31,4.479,0.0,0.542,2.498,2.498,2.498,6.0,1.856
124856008,159.0,1.0,2.0,3.0,5.0,0.0,0.0,2.361,0.016,0.033,9.0,0.0,0.333,4.552,0.034,0.034,2.167,2.167,2.167,1.333,1.016
95291000,597.0,2.0,0.0,5.0,3.25,0.0,0.0,2.243,0.008,0.0,3.75,0.0,0.0,16.028,0.056,0.0,0.5,0.5,0.5,1.0,2.359
40576723,192.0,3.0,4.0,6.0,7.0,0.25,1.0,3.16,0.04,0.0,34.333,0.333,1.333,4.211,0.105,0.0,3.638,3.638,3.638,1.5,1.88
81798871,1882.0,54.0,11.0,16.0,10.438,0.438,0.375,2.689,0.076,0.008,52.429,1.214,0.357,8.046,0.285,0.031,2.856,2.856,2.856,2.25,1.529
133539544,2821.0,3.0,20.0,7.0,15.714,0.0,1.0,2.629,0.003,0.012,110.429,0.0,1.857,9.427,0.016,0.031,2.982,2.982,2.982,2.571,1.353
102147802,481.0,0.0,14.0,6.0,14.0,0.0,1.0,2.944,0.0,0.063,48.167,0.0,2.0,8.778,0.0,0.111,3.472,3.472,3.472,3.667,1.786
32611279,468.0,0.0,6.0,5.0,2.6,0.0,0.8,2.074,0.0,0.009,2.8,0.0,0.8,6.5,0.0,0.016,0.2,0.2,0.2,1.2,1.116
57911004,725.0,4.0,5.0,13.0,6.077,0.0,0.154,2.398,0.016,0.012,12.75,0.0,0.083,5.576,0.047,0.035,1.312,1.312,1.312,1.0,1.167
121251549,395.0,0.0,5.0,6.0,4.167,0.0,0.5,2.096,0.0,0.012,8.0,0.0,0.5,3.767,0.0,0.023,1.567,1.567,1.567,1.333,1.03
25077470,182.0,0.0,5.0,2.0,7.5,0.0,0.0,2.732,0.0,0.054,31.5,0.0,1.0,4.231,0.0,0.0,1.19,1.19,1.19,1.0,1.625
75280677,403.0,0.0,24.0,4.0,5.75,0.0,1.5,2.331,0.0,0.11,28.667,0.0,4.333,5.032,0.0,0.175,3.12,3.12,3.12,2.75,1.325
81962720,79.0,2.0,6.0,3.0,4.333,0.0,0.333,3.0,0.091,0.227,6.333,0.0,0.667,5.455,0.182,0.364,1.167,1.167,1.167,1.333,1.0
50538209,311.0,0.0,43.0,2.0,11.0,0.0,1.0,2.565,0.0,0.38,65.5,0.0,10.0,10.385,0.0,1.308,3.512,3.512,3.512,8.0,1.352
48932578,1366.0,13.0,3.0,19.0,5.167,0.0,0.0,2.22,0.024,0.006,21.938,0.125,0.063,5.315,0.073,0.016,1.47,1.47,1.47,1.056,1.032
142190311,472.0,26.0,0.0,4.0,8.0,0.25,0.0,2.261,0.139,0.0,12.0,0.5,0.0,6.509,0.421,0.0,2.417,2.417,2.417,1.5,1.122
67217136,115.0,0.0,6.0,2.0,4.5,0.0,1.0,2.163,0.0,0.082,13.0,0.0,1.0,7.417,0.0,0.333,2.9,2.9,2.9,1.0,1.102
20847463,645.0,4.0,28.0,6.0,5.0,0.167,0.167,2.389,0.012,0.107,10.167,0.333,0.167,5.734,0.011,0.266,1.208,1.208,1.208,1.0,1.163
18425591,450.0,16.0,8.0,4.0,6.25,0.25,0.0,2.381,0.085,0.045,6.333,0.0,0.0,8.06,0.26,0.16,1.833,1.833,1.833,1.0,1.903
134260473,2128.0,0.0,113.0,13.0,8.5,0.0,1.2,2.671,0.0,0.131,48.667,0.0,4.0,8.882,0.0,0.394,3.758,3.758,3.758,1.9,1.059
59057916,1144.0,47.0,24.0,12.0,9.455,0.455,1.455,2.231,0.092,0.017,82.167,3.5,3.0,16.25,0.583,0.167,2.836,2.836,2.836,5.636,1.44
85305086,1691.0,3.0,2.0,17.0,4.188,0.063,0.063,2.147,0.003,0.001,17.133,0.0,0.067,5.165,0.0,0.004,2.078,2.078,2.078,1.313,1.371
72689411,673.0,17.0,49.0,11.0,5.667,0.111,0.778,2.45,0.064,0.169,8.875,0.25,1.0,7.108,0.181,0.494,1.009,1.009,1.009,1.778,1.402
107194118,549.0,0.0,6.0,0.0,0.0,0.0,0.0,2.346,0.0,0.026,0.0,0.0,0.0,6.695,0.0,0.073,0.0,0.0,0.0,1000.0,1.085
93398793,1996.0,3.0,116.0,40.0,6.367,0.067,1.333,2.356,0.001,0.102,47.9,0.15,3.85,7.621,0.0,0.264,2.739,2.739,2.739,2.967,1.24
13313802,459.0,1.0,1.0,6.0,5.167,0.0,0.167,2.114,0.005,0.0,11.8,0.0,0.2,8.286,0.024,0.0,1.965,1.965,1.965,1.0,1.264
26126094,1823.0,50.0,5.0,8.0,5.0,0.429,0.143,2.572,0.065,0.006,75.333,1.333,0.167,19.877,0.632,0.07,2.363,2.363,2.363,1.286,1.499
107390735,121.0,1.0,2.0,1.0,6.0,0.0,0.0,2.13,0.019,0.037,9.0,0.0,0.0,8.0,0.071,0.143,1.5,1.5,1.5,1.0,1.315
21841539,502.0,3.0,29.0,12.0,6.6,0.1,0.7,2.285,0.0,0.123,15.7,0.1,1.4,4.667,0.0,0.206,2.647,2.647,2.647,2.7,1.173
116830510,2605.0,278.0,23.0,15.0,8.769,0.462,0.692,2.141,0.24,0.012,56.833,3.5,1.333,13.232,1.776,0.04,2.765,2.765,2.765,2.0,1.32
18581125,355.0,1.0,6.0,5.0,8.5,0.0,1.0,2.492,0.008,0.017,13.333,0.0,0.667,5.826,0.022,0.043,3.094,3.094,3.094,1.75,1.042
95987493,2232.0,22.0,14.0,24.0,6.591,0.136,0.591,2.34,0.022,0.001,36.941,0.529,0.824,8.186,0.069,0.0,2.779,2.779,2.779,1.864,1.288
16426792,897.0,2.0,51.0,21.0,5.438,0.0,1.125,2.192,0.006,0.093,23.9,0.0,2.3,4.129,0.014,0.179,2.713,2.713,2.713,1.688,1.153
58730281,589.0,2.0,12.0,1.0,3.0,0.0,0.0,1.849,0.006,0.038,5.0,0.0,0.0,17.697,0.061,0.364,1.0,1.0,1.0,1.0,1.211
116401964,1005.0,3.0,21.0,19.0,6.286,0.071,0.786,2.264,0.005,0.026,29.25,0.083,1.0,6.478,0.022,0.098,2.479,2.479,2.479,1.571,1.259
117974829,3014.0,86.0,13.0,37.0,6.968,0.29,0.355,2.259,0.063,0.002,19.92,0.72,0.44,12.807,0.364,0.011,2.831,2.831,2.831,1.516,1.115
6629168,480.0,0.0,10.0,7.0,9.857,0.0,1.0,3.0,0.0,0.022,34.0,0.0,1.429,4.491,0.0,0.0,4.562,4.562,4.562,4.286,1.445
88287026,251.0,1.0,4.0,14.0,3.455,0.091,0.182,1.536,0.0,0.014,5.636,0.091,0.182,2.881,0.0,0.034,0.922,0.922,0.922,1.091,1.428
116500279,673.0,1.0,59.0,21.0,5.071,0.0,1.0,2.566,0.005,0.204,28.556,0.0,4.0,7.489,0.021,0.489,2.888,2.888,2.888,1.786,1.412
72460093,596.0,0.0,21.0,6.0,1.0,0.0,0.0,1.757,0.0,0.062,2.0,0.0,0.0,12.041,0.0,0.429,2.25,2.25,2.25,1.25,1.899
118400837,563.0,0.0,32.0,8.0,8.5,0.0,0.875,2.449,0.0,0.14,13.571,0.0,1.286,5.091,0.0,0.318,1.875,1.875,1.875,2.125,1.118
93177484,46.0,0.0,2.0,2.0,4.5,0.0,1.0,1.588,0.0,0.0,6.0,0.0,2.0,2.778,0.0,0.0,3.833,3.833,3.833,1.5,1.0
98051914,625.0,7.0,0.0,2.0,3.5,0.0,0.0,2.452,0.028,0.0,7.5,0.0,0.0,5.067,0.059,0.0,2.5,2.5,2.5,1.0,1.24
28821133,2334.0,50.0,5.0,10.0,10.875,0.5,0.625,2.786,0.056,0.0,65.75,1.75,0.625,12.079,0.221,0.0,2.199,2.199,2.199,3.5,1.725
