category,item
3818,0
3821,0
3823,0
3825,0
3826,292223354
3827,309972729
3828,80127298
3829,0
3830,0
3831,0
3832,0
3833,6774273
3834,0
3836,0
3837,0
3838,185133289
3839,353643178
3842,0
3843,174756953
3846,369875217
3848,0
3850,0
3851,0
3852,291127439
3854,0
3855,150356134
3856,276668894
3859,13809999
3861,0
3862,117363922
3864,231085854
3865,62475501
3871,0
3872,99034391
3876,226606406
3877,45236134
3879,355517147
3880,0
3881,110447682
3882,0
3884,266695410
3886,0
3887,0
3889,0
3891,0
3892,180915265
3893,313890670
3894,323452167
3895,348070716
3896,0
3897,0
3898,230005214
3900,0
3901,63889411
3904,0
3905,0
3911,0
3915,0
3916,0
3918,0
3919,0
3920,0
3921,27810756
3924,351708312
3925,80123266
3926,377464168
3927,289722216
3928,297675019
3929,0
3933,0
3934,196127507
3937,338393693
3940,263839627
3941,1327107
3942,347877350
3943,297965058
3944,240901487
3945,345646057
3947,297278188
3948,122367906
3950,0
3955,0
3956,131870850
3958,264870980
3960,314041390
3962,0
3963,0
3964,102611080
3965,0
3968,0
3969,0
3970,0
3971,0
3972,0
3973,67990672
3975,214081325
3976,4302118
3979,352505197
3981,46372431
3985,0
3986,0
3988,359895173
3991,25923393
3994,111914444
3996,0
4000,323983466
4004,188928435
4006,47617410
4007,33997152
4008,272373655
4009,0
4010,164939984
4011,286357930
4013,0
4016,0
4017,42311505
4018,0
4019,0
4022,218672666
4023,0
4025,70562148
4027,0
4028,223395345
4029,0
4030,0
4034,391741185
4035,87541062
4036,0
4037,0
4038,325628144
4040,320500368
4044,280477344
4045,72805252
4046,148320481
4047,0
4048,0
4050,318150394
4052,271833156
4054,226870041
4056,64736091
4060,0
4061,0
4064,150517036
4065,0
4066,0
4068,84773745
4070,0
4072,238431985
4074,0
4075,0
4076,324319612
4078,0
4079,0
4080,0
4082,0
4083,266717477
4084,0
4085,0
4087,192368560
4088,200847720
4089,0
4090,165703794
4091,348619048
4092,206443459
4094,0
4096,0
4097,160228238
4098,0
4100,0
4101,82054375
4102,316156497
4103,0
4104,0
4105,0
4108,0
4110,266348679
4111,361161219
4112,394402862
4114,97432610
4115,337077502
4116,157871030
4118,44608652
4119,340414416
4120,74184579
4121,0
4123,0
4124,0
4125,250557336
4126,0
4127,33190680
4128,382832385
4129,306884133
4135,0
4136,247129227
4137,0
4138,358666589
4140,284896817
4142,202976864
4146,0
4147,274286665
4149,261759468
4150,0
4153,192752982
4154,75963954
4155,246798287
4156,0
4157,0
4159,102325632
4160,0
4161,208740259
4162,0
4163,0
4164,7172602
4165,124241182
4167,95508672
4169,0
4170,0
4172,218012473
4174,300177571
4176,0
4179,1284257
4180,0
4181,81832972
4182,0
4183,251641064
4186,0
4188,342526560
4190,378290185
4191,138233041
4195,329535534
4196,0
4197,126982670
4198,0
4200,0
4201,0
4203,222205826
4204,0
4205,0
4210,104523457
4211,0
4212,0
4213,180482180
4214,339002045
4215,31947585
4216,0
4217,0
4218,0
4221,229653762
4223,0
4224,0
4225,0
4226,342765089
4227,379877378
4228,83858984
4230,104604294
4234,60193025
4235,0
4236,0
4237,91025253
4238,0
4239,327944039
4240,280927129
4241,0
4242,0
4244,124717184
4245,22785878
4246,0
4247,315712903
4249,0
4250,108272472
4251,93173990
4252,86238905
4254,39264256
4255,0
4256,359219824
4257,0
4259,0
4260,0
4263,0
4264,70524799
4267,0
4268,50548173
4269,9441572
4270,0
4271,252629711
4272,0
4273,237385879
4274,249717536
4275,0
4276,9629771
4277,0
4279,0
4280,237719970
4281,56510484
4282,314678054
4284,333175400
4287,390922530
4288,0
4292,0
4293,0
4294,0
4295,3221028
4296,93424046
4297,0
4299,373601014
4301,258616066
4302,311256844
4303,161606050
4305,0
4307,0
4309,299546410
4310,55540138
4313,0
4316,299230776
4317,0
4320,215944159
4322,201372801
4323,0
4324,313090069
4325,0
4327,148165651
4329,46093772
4330,355102387
4331,135599105
4332,0
4333,96785472
4336,321238424
4338,0
4339,112682857
4340,0
4343,37161044
4344,0
4345,0
4346,0
4348,187563552
4349,0
4350,22530112
4351,0
4353,0
4354,251042935
4356,279820220
4359,78158459
4360,0
4361,122117831
4362,0
4364,259361385
4365,40174286
4367,0
4369,321306378
4370,332810029
4371,137095848
4372,92175267
4373,149789072
4374,361489673
4376,0
4378,0
4379,0
4380,0
4381,0
4382,70432670
4383,234845683
4384,0
4385,275501030
4386,0
4387,129976203
4388,46819650
4390,383966563
4391,264459425
4393,230404742
4394,68637842
4396,392824485
4397,310216516
4399,0
4400,308130178
4401,0
4402,0
4403,0
4404,0
4405,229363020
4406,72419903
4407,0
4408,0
4410,0
4411,205243152
4412,213480176
4414,52163401
4415,378809873
4417,0
4418,0
4420,0
4422,79278105
4424,0
4426,341380573
4428,0
4429,0
4430,164729474
4431,345899115
4433,0
4435,246450068
4437,55589249
4438,294443911
4439,347555888
4440,0
4441,0
4447,0
4449,250715362
4450,242328994
4452,288673424
4455,199013512
4457,0
4458,211434957
4461,292792970
4462,0
4464,324200889
4466,278125426
4467,0
4468,228470273
4469,398856461
4472,308081992
4474,298784881
4475,165685719
4479,183481125
4480,332698984
4483,0
4487,0
4488,0
4489,36150151
4491,345548392
4492,0
4493,29028754
4495,82562938
4497,0
4499,235272143
4500,332278940
4501,0
4502,0
4504,0
4505,316641999
4508,310019428
4510,95112195
4511,0
4512,201606840
4514,0
4515,334069650
4519,0
4520,58387757
4521,15603744
4525,0
4531,39506377
4533,261603937
4535,404293007
4537,193470748
4539,4694451
4540,27452474
4541,0
4542,0
4543,0
4544,124139425
4545,0
4548,0
4549,32121249
4550,0
4551,314413837
4552,154862746
4553,0
4554,399321922
4555,0
4556,0
4557,0
4559,255939404
4560,72188559
4561,159271456
4566,0
4567,252630074
4569,380321614
4573,36636610
4576,0
4577,638040
4578,0
4579,3441056
4580,0
4581,0
4582,71985415
4583,341289384
4584,318869903
4587,0
4588,44353160
4589,0
4591,114543408
4593,232127102
4595,0
4596,0
4599,398989681
4600,341721717
4601,366916993
4602,94623504
4603,59579658
4604,0
4605,123363101
4606,0
4609,43951780
4613,0
4614,0
4615,0
4616,0
4617,0
4618,0
4621,0
4622,0
4625,367319154
4627,333717719
4632,310048695
4633,234918680
4636,96025731
4637,0
4638,0
4639,0
4640,272717341
4641,299537365
4642,83883968
4644,0
4645,0
4646,0
4647,11562160
4649,197304232
4650,0
4651,215997186
4654,0
4656,226342685
4657,0
4662,196999737
4663,95376224
4664,0
4667,0
4668,138418816
4670,209034921
4673,0
4674,138880471
4675,0
4676,236655932
4677,46135750
4679,291466464
4680,300280748
4683,0
4684,252076602
4685,0
4688,271499185
4689,0
4690,285949601
4691,233639792
4692,0
4693,0
4695,0
4696,348705675
4698,30272823
4699,0
4700,37487910
4701,145571597
4704,138593560
4705,386086838
4706,315322428
4707,0
4709,68477128
4710,0
4711,0
4713,0
4715,0
4716,0
4717,0
4718,30725355
4720,0
4721,157867469
4722,306759812
4723,0
4724,0
4727,0
4728,179627274
4730,0
4731,0
4733,0
4736,0
4738,0
4739,354842156
4742,0
4743,242242041
4745,0
4746,0
4747,58567109
4748,304757648
4749,0
4750,75252087
4751,36484736
4752,0
4753,91606377
4754,114588704
4755,0
4759,346317284
4760,0
4761,0
4762,37909860
4763,185754459
4764,0
4765,0
4767,65445331
4768,112718992
4769,222060582
4770,0
4772,0
4773,372038528
4775,0
4776,267331035
4778,282779722
4780,0
4781,350335938
4785,0
4786,160469162
4788,0
4789,0
4790,285486415
4795,0
4796,0
4801,0
4804,0
4806,387691089
4807,202646445
4808,0
4810,0
4812,0
4813,398047720
4815,0
4817,254723546
4818,0
4819,152296701
4820,0
4821,48848178
4827,0
4830,201669318
4832,241519268
4833,0
4834,0
4835,0
4836,0
4837,247890841
4838,320611398
4839,31123016
4840,235649803
4841,251527360
4842,0
4844,67095136
4845,285175096
4847,0
4849,0
4851,335937910
4855,0
4856,0
4860,137653201
4861,0
4863,0
4864,232373708
4865,78996658
4867,0
4868,0
4869,164663136
4872,31311361
4873,0
4874,71903074
4875,78134435
4880,372185159
4881,0
4883,183874722
4885,27474892
4886,0
4888,226136184
4889,220327153
4891,0
4894,0
4895,0
4896,0
4897,0
4898,133807854
4899,0
4900,294369896
4902,18197700
4903,0
4904,0
4905,0
4907,265394931
4908,0
4911,0
4912,327327329
4913,400878344
4914,0
4916,263652750
4918,290118879
4919,0
4920,16999104
4921,0
4923,96981604
4924,0
4925,0
4926,401456105
4927,211171296
4928,0
4931,304855563
4934,0
4936,0
4937,0
4938,79356458
4939,290857701
4940,0
4942,0
4944,0
4948,0
4949,3655491
4953,289331115
4954,134783257
4955,0
4956,0
4959,0
4961,7285490
4962,10607365
4963,283906191
4964,0
4965,82554512
4968,0
4970,37476273
4971,0
4972,0
4973,0
4975,338578649
4978,0
4980,0
4984,292874380
4985,338087320
4989,0
4990,275264557
4991,297337555
4993,0
4995,0
4996,0
4998,130266600
4999,92676484
5000,0
5002,393642172
5003,0
5004,248263521
5006,77024816
5008,0
5010,0
5012,0
5013,246864570
5016,175028167
5017,90034355
5018,0
5020,0
5021,0
5022,0
5025,0
5027,253990370
5028,324305407
5029,0
5030,0
5032,288210887
5035,370098939
5037,246536132
5038,0
5039,154889636
5041,25058464
5045,0
5046,184302024
5047,21758112
5048,306930407
5049,217574543
5051,390752663
5052,0
5053,366856084
5054,48599921
5055,293651924
5057,303265482
5058,0
5059,0
5062,300411239
5063,336057852
5065,187922462
5066,0
5067,273128552
5068,0
5069,129846311
5071,0
5072,105940703
5073,391139049
5074,201093899
5075,0
5077,322550392
5078,0
5079,0
5080,0
5081,0
5083,305460642
5084,28594817
5085,234706821
5087,0
5088,19359853
5089,0
5091,0
5093,21462018
5095,380950719
5096,0
5097,0
5098,161858167
5099,0
5101,30156232
5102,224934200
5104,0
5105,0
5106,0
5109,0
5110,0
5112,0
5113,0
5114,350856073
5115,297647065
5116,399589925
5118,131361931
5119,0
5122,37870356
5126,173378542
5127,148601149
5128,71090521
5132,33537536
5133,0
5135,309565265
5138,0
5139,187530346
5140,314056257
5141,178389637
5142,0
5143,0
5144,0
5145,301370473
5146,301738750
5147,226182213
5148,0
5150,253045731
5152,0
5153,249066228
5154,0
5156,0
5162,0
5163,36612436
5164,255740864
5165,23397270
5166,0
5169,403990950
5170,0
5171,0
5176,290692064
5177,190112904
5181,0
5182,0
5183,160744643
5184,0
5185,0
5186,298332235
5187,0
5188,0
5190,164732814
5191,0
5192,0
5193,0
5194,0
5196,0
5198,310551874
5199,0
5200,0
5201,164136327
5202,180072566
5203,0
5204,129867901
5205,43393542
5206,99358630
5207,0
5208,236004784
5210,68915312
5211,0
5212,127862745
5213,0
5214,0
5215,0
5218,0
5220,52513360
5221,0
5224,0
5227,0
5229,23163714
5230,313920454
5231,177624027
5232,387924139
5233,0
5235,0
5236,142545163
5238,372136532
5240,0
5241,0
5242,345369625
5243,0
5244,0
5245,325518600
5246,0
5248,313993268
5249,181325472
5250,70344327
5251,41689865
5252,0
5254,107951875
5255,364935072
5258,8927569
5259,324233608
5260,0
5263,48862351
5264,276998273
5265,56716995
5266,370099460
5267,0
5268,0
5269,369171809
5270,0
5271,337255694
5273,239127061
5274,0
5275,0
5276,176258036
5279,0
5280,0
5281,89982280
5283,0
5284,0
5285,0
5286,0
5287,81740784
5288,0
5291,0
5294,0
5295,0
5296,0
5297,0
5299,0
5302,0
5304,385037258
5308,315038881
5309,124730698
5310,0
5312,0
5313,0
5315,233464442
5316,0
5319,222457741
5320,291644353
5321,0
5322,0
5323,259424848
5324,284431517
5326,0
5329,82372084
5330,0
5332,144084834
5333,0
5334,71540729
5335,257097789
5336,0
5337,0
5338,32244843
5340,26485314
5341,16797505
5343,336163444
5344,0
5345,8266728
5346,0
5348,0
5350,388605060
5351,324269715
5352,0
5354,106028536
5355,303133548
5358,163445858
5360,57195630
5363,81026957
5365,27167355
5366,14176372
5368,0
5369,402928353
5372,391785144
5373,31756655
5374,0
5376,200568851
5377,0
5379,139634678
5381,333857248
5383,247070985
5384,0
5387,313806894
5388,106134076
5389,0
5391,0
5392,208411794
5395,372247101
5397,315197534
5399,195490115
5400,155947983
5401,0
5402,0
5403,154695526
5404,0
5405,354450791
5406,0
5407,107297425
5408,0
5409,0
5411,283324669
5412,382769226
5413,3995812
5414,234508717
5416,0
5417,0
5418,0
5421,0
5422,0
5423,0
5424,0
5426,20484836
5428,52756657
5429,0
5430,354585058
5431,0
5432,143940079
5434,0
5436,0
5437,125717384
5438,318460464
5442,0
5443,385723047
5444,313425313
5445,318314808
5446,371102601
5447,114488075
5448,0
5449,402442697
5451,0
5452,0
5453,237705422
5454,356024887
5456,0
5457,0
5458,98132257
5462,0
5466,350432338
5468,365800533
5470,0
5471,0
5472,0
5473,0
5474,0
5475,187896137
5476,197281197
5477,367858128
5478,60649714
5479,0
5480,2432119
5481,0
5482,0
5483,0
5486,0
5488,305798103
5489,138375610
5491,0
5492,282724353
5494,272395355
5495,221408233
5497,0
5503,114216862
5508,0
5511,115653664
5513,316457752
5514,330654146
5515,363228898
5516,0
5517,127777129
5519,0
5522,182286469
5523,353557338
5524,0
5525,372371955
5530,0
5533,131904115
5534,0
5535,0
5536,0
5537,0
5538,38211078
5539,38637660
5541,0
5543,347176491
5545,0
5546,0
5548,0
5550,239436199
5552,0
5553,121625627
5554,294621611
5555,0
5556,135621103
5558,106049444
5559,0
5560,0
5561,0
5565,228998199
5566,128076738
5567,0
5568,383078862
5569,356018688
5570,224588391
5571,383663367
5573,163959797
5576,271021092
5578,138731028
5579,161304648
5581,364765450
5583,0
5584,0
5585,0
5586,172185226
5587,0
5589,0
5590,314721039
5591,41685532
5594,294547396
5595,0
5598,327068918
5599,303052245
5600,241467394
5602,292011228
5603,0
5604,225184696
5607,0
5610,826236
5611,103551032
5614,0
5617,0
5618,2106027
5619,0
5620,0
5622,332770892
5623,219992410
5624,0
5625,229132337
5626,381197128
5628,115792178
5631,338483351
5635,305667702
5637,367665720
5639,0
5640,0
5641,112876434
5643,0
5646,403980947
5647,159744704
5648,344212523
5649,391626438
5650,0
5653,9840276
5655,127913218
5659,0
5660,308749317
5661,358640060
5664,275869167
5668,352826378
5671,0
5672,0
5674,0
5677,300451219
5678,238759554
5680,0
5684,78265638
5686,162752607
5687,40576265
5688,270214996
5689,126490759
5692,333454492
5693,171888960
5697,0
5699,215556701
5700,0
5701,88878631
5703,0
5704,72078323
5705,268341896
5706,94470453
5708,0
5710,0
5711,272386522
5712,3974032
5713,0
5714,0
5715,231747823
5716,0
5717,319337145
5719,269472570
5721,11930081
5724,169356765
5725,0
5726,142132407
5727,212778997
5728,37154478
5729,330414089
5732,32400553
5733,0
5739,378946045
5742,0
5743,0
5744,75681732
5745,25927059
5746,330080944
5749,105514915
5751,254115487
5752,67188835
5754,0
5755,388905221
5757,0
5758,0
5759,0
5761,77492576
5762,0
5763,344278181
5764,0
5765,0
5768,58779130
5770,0
5771,310679753
5773,340357311
5774,181949300
5775,0
5778,0
5781,0
5783,233308922
5784,0
5789,0
5792,0
5794,0
5795,104639283
5798,0
5799,81081109
5800,299725698
5801,296968781
5802,377384544
5803,0
5805,6475993
5806,0
5809,397931280
5812,0
5813,211000017
5814,130602194
5816,0
5817,220597697
5819,0
5821,279182334
5822,348652832
5823,0
5824,223692518
5825,0
5826,0
5827,377828080
5828,158386723
5829,362121192
5830,0
5833,388502797
5835,0
5836,252586884
5838,234149961
5839,0
5840,0
5842,373847702
5844,38536648
5845,317464960
5847,0
5849,0
5851,93831561
5853,0
5855,0
5856,0
5857,138766664
5859,0
5860,0
5862,112101016
5865,290648228
5867,5400216
5868,0
5869,303358371
5870,0
5871,0
5876,0
5877,0
5878,385246635
5879,263411409
5880,348853004
5881,166856641
5882,0
5884,279076132
5886,0
5887,0
5888,0
5889,179863836
5890,0
5891,0
5892,258925462
5893,150968312
5894,348998744
5895,0
5897,221699104
5898,70804408
5899,377503878
5900,59121120
5901,81847556
5902,350670296
5903,0
5904,0
5906,212757397
5908,278912273
5909,0
5910,193845936
5913,351681452
5914,0
5915,314099383
5919,125224352
5920,21944017
5922,0
5927,158378406
5928,23186278
5930,160020232
5931,0
5932,382159236
5933,0
5936,0
5937,146021076
5938,0
5939,0
5940,0
5942,142313835
5943,126359376
5944,216871326
5946,0
5947,0
5951,203351988
5952,265381418
5956,127222505
5957,0
5959,381380644
5960,338606553
5962,375516472
5963,106757681
5964,119488336
5966,0
5967,290839641
5969,0
5970,219486689
5971,0
5972,0
5975,0
5977,0
5978,0
5979,0
5980,95118940
5981,313994336
5984,38902778
5985,185030410
5986,370263122
5987,351959720
5988,244744584
5991,306529312
5992,94427851
5993,165101425
5994,0
5996,357611370
5998,50760343
5999,0
6000,387911330
6002,0
6003,247327898
6004,0
6005,0
6006,0
6007,384758504
6009,15498943
6010,311200481
6012,0
6015,40368498
6017,62856663
6018,321698372
6019,120403693
6020,112894711
6021,354624830
6022,0
6023,0
6026,387459938
6028,143449898
6029,348508242
6030,0
6031,0
6035,224831363
6037,283874192
6040,117757968
6045,85391716
6046,0
6047,0
6048,106491197
6050,0
6051,0
6052,71301828
6054,177673996
6055,0
6058,350488263
6059,165777613
6060,32236722
6061,0
6063,0
6064,204681734
6069,0
6070,0
6074,0
6077,299713375
6078,0
6079,0
6080,0
6081,0
6082,305781158
6084,135872522
6087,0
6090,0
6091,364728961
6092,0
6093,0
6097,0
6099,0
6100,0
6101,113096873
6102,0
6103,0
6104,0
6108,116833947
6109,176778176
6113,0
6114,131467113
6115,0
6116,271842931
6117,0
6118,0
6120,0
6121,166272316
6122,0
6123,0
6128,0
6129,206936835
6130,363369673
6133,120762241
6134,0
6135,171685074
6136,225653043
6140,86843569
6141,0
6142,53028391
6143,212936313
6144,314757512
6146,176030945
6149,0
6152,0
6153,138418584
6154,100049760
6155,379490183
6158,0
6161,348563937
6164,312916299
6165,0
6167,0
6168,262844307
6175,349118231
6176,231937664
6177,53894831
6183,0
6184,396369262
6186,0
6187,271910426
6192,379933692
6193,0
6194,172562851
6195,296203010
6196,0
6197,191355184
6198,0
6199,0
6200,19156651
6205,0
6206,97587533
6207,0
6209,40256611
6211,328741676
6212,0
6213,302028548
6217,0
6219,221433560
6224,307332410
6225,236372633
6226,152011399
6227,0
6228,349448486
6230,277884866
6232,0
6233,136775991
6234,0
6235,201009587
6236,375546851
6240,0
6241,0
6243,128449802
6246,0
6247,250537470
6248,380299202
6249,25301842
6250,0
6251,0
6252,220458889
6253,29235369
6254,0
6255,345455921
6256,274559212
6258,348317665
6261,0
6262,263870360
6263,0
6264,317938013
6265,248514841
6266,0
6267,295387395
6270,0
6272,91279966
6273,0
6276,0
6278,206530689
6279,0
6282,341607424
6283,258176745
6287,382966894
6289,0
6290,364629800
6291,0
6293,0
6295,323449008
6296,246620336
6297,0
6299,35186424
6303,0
6304,254155188
6306,149723522
6307,325913635
6308,231475564
6310,0
6313,0
6314,0
6315,400811049
6319,0
6321,251709835
6322,0
6324,0
6326,45179211
6327,115508472
6328,0
6329,0
6330,0
6331,57558763
6335,0
6337,0
6338,261320138
6340,0
6341,0
6344,173751059
6345,0
6346,0
6347,0
6348,8052034
6349,177206007
6352,0
6354,337947942
6355,0
6357,0
6360,0
6362,0
6363,238097196
6366,0
6367,199568383
6368,375586613
6371,0
6373,0
6374,0
6375,99088482
6376,74489562
6377,0
6378,0
6379,0
6380,229586761
6381,0
6382,297283211
6383,245373881
6384,125100401
6387,0
6391,366101395
6392,0
6394,0
6395,0
6397,180802672
6399,0
6400,104039833
6401,85922234
6402,386092173
6406,45489420
6407,0
6409,0
6411,0
6412,0
6416,0
6417,13017276
6418,284023968
6419,51933277
6420,369244188
6421,0
6422,83594949
6423,16037957
6424,83098075
6425,0
6426,0
6427,362021891
6428,0
6429,318079513
6431,25937225
6436,0
6437,337807303
6438,0
6439,20154692
6440,57641355
6441,308117988
6442,199620354
6443,0
6444,0
6445,148864676
6446,355319330
6447,0
6448,312000732
6450,111781642
6451,0
6453,297474018
6454,254297495
6455,283010426
6456,375948769
6460,6522884
6461,260476242
6463,0
6464,0
6466,322590344
6469,119482322
6470,156828076
6471,345231919
6473,342441892
6474,0
6475,381674932
6478,272756545
6479,0
6480,0
6481,178196529
6482,0
6483,262867753
6485,201836289
6486,0
6487,0
6489,324271008
6490,0
6493,0
6495,0
6496,18040615
6499,12422912
6501,0
6502,0
6503,0
6504,211231461
6505,0
6506,319572566
6507,46124798
6510,0
6511,154830692
6512,355923374
6513,364664770
6516,181176849
6518,225917768
6521,293167024
6523,0
6526,391267330
6528,0
6529,71909306
6531,182926917
6534,252246241
6536,0
6537,0
6539,192434075
6540,60636545
6541,30476069
6542,90978163
6544,336468334
6545,0
6548,41152173
6549,345020533
6550,125712632
6551,90648265
6553,0
6556,0
6557,61330643
6558,0
6559,30586768
6562,320593836
6563,0
6564,355367533
6565,175039030
6566,0
6569,163728555
6571,247462090
6573,0
6574,0
6575,113136626
6576,172715078
6578,260744881
6579,159903690
6580,191725320
6581,304863969
6583,172915488
6584,21570753
6585,0
6587,0
6588,122746649
6592,0
6593,0
6595,148863721
6596,330688095
6598,1888535
6602,377892274
6603,83224270
6604,0
6605,0
6606,0
6608,219115841
6610,0
6611,0
6612,0
6613,0
6614,0
6615,0
6616,0
6618,0
6619,0
6620,0
6621,0
6622,155442074
6623,0
6624,0
6625,44111634
6627,124464536
6630,255340769
6631,347495727
6632,240816864
6633,187512295
6634,0
6638,293466286
6640,72651527
6641,0
6642,0
6643,80750275
6646,0
6647,0
6648,321886986
6654,66432752
6655,86984990
6657,332856384
6658,37394536
6659,0
6660,54297175
6661,342313369
6662,0
6664,0
6665,0
6666,0
6667,15542369
6668,193293
6669,196059216
6672,0
6673,47858152
6674,0
6675,0
6676,49769636
6677,94309418
6678,404550304
6679,0
6680,100496258
6682,0
6684,0
6685,0
6686,2483603
6687,0
6688,0
6689,322354925
6691,0
6692,0
6694,284438440
6695,0
6696,0
6697,323744975
6700,27796619
6701,0
6703,0
6704,352349537
6706,0
6707,0
6708,69073276
6709,274125604
6710,0
6711,348437943
6712,27962484
6713,0
6714,223815857
6717,283562513
6718,0
6719,5011696
6721,0
6723,0
6724,148193861
6725,307978694
6728,35631152
6736,153508573
6737,0
6739,0
6740,0
6741,0
6742,234477067
6743,109688783
6744,2107589
6745,388041792
6746,0
6747,0
6748,330425044
6750,60464179
6754,52978275
6755,0
6756,0
6757,0
6758,350333177
6759,0
6760,0
6761,0
6762,153229904
6764,179642521
6766,229468984
6768,183141661
6771,96074080
6772,0
6775,113018135
6776,0
6777,0
6782,0
6785,0
6788,0
6789,0
6790,0
6791,0
6792,367458255
6793,124601225
6794,110296654
6795,388011021
6796,382150741
6797,160479733
6798,327299255
6799,0
6800,0
6802,248300023
6803,144122781
6804,189222851
6806,0
6810,0
6811,394962850
6812,0
6813,73078416
6815,0
6816,0
6817,0
6818,61152576
6819,365641321
6820,0
6821,251335227
6824,294956931
6825,67791892
6827,15303125
6828,98112301
6829,341220562
6830,0
6831,0
6833,43116713
6834,0
6835,0
6836,81003831
6840,0
6841,0
6844,0
6846,351241536
6854,58713954
6855,348494229
6857,97836380
6858,237785376
6859,0
6860,309595384
6861,342097837
6862,0
6863,82672046
6866,236017382
6867,227485313
6870,0
6872,0
6873,0
6874,14329747
6878,0
6879,0
6880,0
6881,0
6882,226823594
6883,0
6884,114869913
6885,366990083
6887,0
6888,86823490
6890,315164496
6891,1838132
6892,112198620
6893,191463559
6894,0
6896,68690750
6897,334447009
6900,222438593
6901,246782456
6903,278828050
6908,390976512
6909,169225393
6910,0
6911,0
6915,305714854
6916,0
6918,0
6919,0
6920,0
6922,47613669
6923,0
6924,279146363
6926,0
6927,0
6928,0
6929,172935807
6931,128242858
6933,319486637
6934,0
6935,0
6936,115025335
6938,200658570
6939,0
6940,57121616
6942,0
6943,0
6945,159787269
6946,0
6947,0
6949,306634338
6950,0
6957,80632320
6958,0
6959,0
6961,348451629
6963,0
6964,312243302
6965,0
6968,6783517
6969,0
6972,242619310
6974,295550728
6975,209631416
6976,69130673
6977,400034362
6978,176182266
6979,0
6980,0
6981,0
6982,0
6983,0
6984,0
6985,157526274
6986,378303671
6989,53560624
6991,387923983
6992,38360004
6993,0
6995,0
6997,290472544
6999,112253153
7000,378877680
7001,212197124
7002,0
7003,0
7005,60639868
7006,0
7008,161055663
7009,287404776
7010,0
7011,0
7012,0
7014,169308042
7015,0
7016,0
7017,0
7021,128489653
7022,0
7023,59794197
7024,0
7025,250736649
7027,0
7030,255749722
7032,228519892
7033,292867456
7034,193611743
7035,312191009
7037,0
7040,227028836
7042,0
7045,0
7046,297266031
7048,0
7049,330664041
7050,270553858
7051,293619314
7053,0
7055,0
7057,167508894
7059,0
7061,229600510
7062,0
7064,116134747
7065,0
7066,0
7067,0
7069,0
7070,167055113
7071,0
7072,359560793
7075,0
7076,54959734
7078,140850529
7079,271465137
7080,233509657
7081,236024455
7083,0
7084,350485381
7085,0
7086,0
7087,0
7089,0
7090,0
7092,0
7094,310012448
7095,93735210
7096,0
7097,0
7098,0
7103,305257069
7104,171790536
7106,0
7111,70095457
7112,0
7113,0
7115,256384847
7116,26952079
7117,243091690
7118,0
7121,0
7124,139681075
7125,372902477
7126,0
7127,243254177
7128,0
7130,0
7131,137037844
7134,0
7135,0
7136,0
7139,0
7140,158274920
7141,150307482
7142,78514133
7143,210028911
7146,7004667
7148,78852031
7150,0
7151,10919857
7152,179588112
7157,0
7159,118904518
7160,0
7161,0
7162,0
7165,0
7167,160736190
7168,35395717
7170,0
7171,0
7174,67553790
7178,0
7182,383835204
7185,0
7187,88411311
7189,0
7190,0
7192,125352997
7193,0
7194,0
7195,304565158
7197,58269765
7198,329889672
7201,92623583
7205,328784449
7206,0
7208,0
7210,9031584
7213,37199757
7214,0
7215,0
7217,0
7218,0
7223,300328953
7224,0
7225,0
7227,0
7229,366034515
7233,96517626
7235,0
7236,93932443
7237,0
7238,0
7239,81223548
7241,0
7242,115941941
7243,0
7244,0
7248,0
7250,88765632
7252,0
7256,0
7258,0
7260,311406313
7261,0
7266,351339730
7267,90059528
7268,0
7269,225128914
7270,0
7272,0
7273,203201216
7274,395349236
7275,0
7276,28707598
7282,0
7283,0
7285,0
7286,0
7289,0
7290,38654452
7291,196032688
7292,0
7296,12409843
7297,299719786
7298,0
7299,135909017
7301,333762345
7305,190028401
7306,151175288
7307,25442239
7308,383915856
7309,14832923
7311,401809465
7312,257913315
7313,0
7317,110227981
7319,358015062
7320,0
7321,0
7322,17288260
7325,213470840
7326,0
7327,0
7329,211340801
7331,0
7332,0
7335,0
7341,0
7344,306752555
7347,167649599
7350,294682761
7351,0
7352,164528379
7353,0
7354,301484247
7355,0
7356,1355249
7357,158495273
7359,119297761
7360,0
7361,352174681
7362,231348558
7363,0
7365,90115108
7366,0
7367,15786484
7368,0
7369,0
7371,0
7373,0
7374,0
7376,0
7377,0
7379,0
7381,373482414
7383,394572529
7384,0
7385,382397373
7387,0
7388,0
7390,282367616
7392,334006246
7393,9046405
7397,234388048
7398,277446241
7399,252073841
7401,267865316
7402,0
7404,385845590
7405,181802083
7406,242085368
7407,0
7408,0
7411,139365698
7412,42064064
7413,147602430
7415,112158084
7419,811480
7421,0
7423,346153041
7424,0
7425,0
7426,0
7428,55771082
7430,30547243
7433,0
7435,0
7436,0
7438,393887308
7439,0
7440,6317758
7442,287957344
7445,0
7446,0
7448,114729173
7449,0
7450,188917641
7451,0
7452,273252255
7453,0
7454,224517108
7455,0
7456,0
7457,0
7459,216155138
7460,0
7463,0
7464,0
7465,0
7466,303051023
7467,284995713
7468,0
7470,0
7471,196080522
7472,312448685
7479,88579376
7480,317924363
7481,0
7483,0
7484,231463208
7487,258657249
7488,122845199
7489,0
